id,pop,subpop,region,country,continent,latitude,longitude
WR_18,WR,WR,NE,USA,NAM,44.46829,-73.17772
WR_2,WR,WR,NE,USA,NAM,44.46829,-73.17772
WR_21B,WR,WR,NE,USA,NAM,44.46829,-73.17772
WR_3,WR,WR,NE,USA,NAM,44.46829,-73.17772
WR_6B,WR,WR,NE,USA,NAM,44.46829,-73.17772
WR_7,WR,WR,NE,USA,NAM,44.46829,-73.17772
WR_8,WR,WR,NE,USA,NAM,44.46829,-73.17772
WR_Q,WR,WR,NE,USA,NAM,44.46829,-73.17772
WR_X,WR,WR,NE,USA,NAM,44.46829,-73.17772
WR_Y,WR,WR,NE,USA,NAM,44.46829,-73.17772
WV_10,WV,WV,NE,USA,NAM,42.29273,-76.38383
WV_11,WV,WV,NE,USA,NAM,42.29273,-76.38383
WV_12,WV,WV,NE,USA,NAM,42.29273,-76.38383
WV_14,WV,WV,NE,USA,NAM,42.29273,-76.38383
WV_15,WV,WV,NE,USA,NAM,42.29273,-76.38383
WV_16,WV,WV,NE,USA,NAM,42.29273,-76.38383
WV_2,WV,WV,NE,USA,NAM,42.29273,-76.38383
WV_20,WV,WV,NE,USA,NAM,42.29273,-76.38383
WV_4,WV,WV,NE,USA,NAM,42.29273,-76.38383
WV_8,WV,WV,NE,USA,NAM,42.29273,-76.38383
WV_9,WV,WV,NE,USA,NAM,42.29273,-76.38383
